brand,km_driven,fuel,owner,selling_price
Fiat,196303,Diesel,First Owner,253306
Chevrolet,202334,CNG,Fourth Owner,2404839
Citroen,227428,Electric,Third Owner,2097055
Ford,208305,Electric,Second Owner,4757399
Volkswagen,49678,Electric,Third Owner,4757684
Jeep,112561,CNG,Third Owner,2285256
Datsun,17963,CNG,Second Owner,3535978
Chevrolet,200432,Diesel,First Owner,593467
Datsun,54434,Petrol,Second Owner,3828454
Jaguar,71617,Petrol,First Owner,410541
Ford,156341,Petrol,Second Owner,2903022
Kia,122569,Diesel,Fourth Owner,1578216
Renault,212384,Petrol,Third Owner,413419
Isuzu,102352,CNG,First Owner,3824050
Isuzu,84732,CNG,Third Owner,771377
Renault,112648,Electric,First Owner,2276524
Land Rover,86494,Petrol,Second Owner,1228298
Audi,224977,CNG,Second Owner,2063169
Toyota,82225,Electric,Second Owner,4849708
Maruti,87867,Petrol,Fourth Owner,1578508
Datsun,173600,Petrol,Second Owner,2518034
Datsun,83972,CNG,Second Owner,3004040
Ford,201674,Electric,Fourth Owner,2331858
Lexus,101261,Electric,Third Owner,1722230
Isuzu,95748,CNG,Third Owner,4683382
Mahindra,169404,CNG,First Owner,2920507
Porsche,129481,CNG,Third Owner,3735999
Ford,227009,Petrol,First Owner,445270
Toyota,134529,CNG,First Owner,3052589
Hyundai,215001,CNG,Third Owner,4069775
Jaguar,205278,Diesel,Third Owner,2300205
Mahindra,227209,CNG,Fourth Owner,579130
Isuzu,7251,CNG,First Owner,4141768
Volvo,181789,Petrol,Third Owner,1867150
Isuzu,104108,Electric,Third Owner,4541181
Maruti,163099,Petrol,Fourth Owner,2570294
Mini,102382,Diesel,Third Owner,442033
Ford,222623,CNG,Second Owner,285070
Nissan,14583,CNG,Second Owner,3485191
Toyota,55387,CNG,First Owner,4248731
Renault,28104,CNG,Fourth Owner,2641899
Mini,17224,CNG,Third Owner,4942484
Renault,65624,CNG,First Owner,2512712
Lexus,192130,Diesel,Third Owner,3494311
Hyundai,109320,CNG,Second Owner,3145023
Jeep,232444,CNG,Third Owner,2345456
Citroen,165371,CNG,Third Owner,3962525
Force,83572,Diesel,Third Owner,1830404
Jaguar,90469,CNG,Second Owner,4491432
Mini,82928,Diesel,Second Owner,4543640
Kia,209546,Petrol,Fourth Owner,1000441
MG,9141,CNG,Second Owner,585679
Honda,159422,Electric,First Owner,3251986
Citroen,211154,Diesel,Third Owner,2515255
Maruti,75871,Petrol,Second Owner,659190
Maruti,141149,Diesel,First Owner,3785470
Fiat,51015,Diesel,Second Owner,2234758
Volvo,207219,Petrol,Third Owner,3562841
Skoda,195252,CNG,First Owner,4777233
Ford,176929,CNG,Second Owner,1484399
Kia,237268,Diesel,Second Owner,3335356
Honda,195912,Petrol,First Owner,4211050
Maruti,64902,CNG,Fourth Owner,480929
Maruti,10577,Diesel,First Owner,1923821
Mercedes,25002,Electric,First Owner,4307939
Mahindra,55711,Petrol,First Owner,1749382
Skoda,44451,Electric,First Owner,3259137
Kia,235883,Electric,Second Owner,169064
Fiat,185175,Diesel,First Owner,2112968
Nissan,164719,Petrol,First Owner,3466854
Kia,39831,CNG,Third Owner,3867632
Chevrolet,236376,CNG,Second Owner,2036249
Hyundai,101498,Diesel,Third Owner,1042060
Fiat,133949,CNG,Second Owner,465589
Volvo,249942,CNG,Fourth Owner,528963
MG,100119,Electric,Fourth Owner,798645
Honda,71830,Electric,Second Owner,1062388
Lexus,85632,Petrol,Fourth Owner,4263960
Jeep,41833,Electric,Fourth Owner,3751815
Isuzu,248466,CNG,Second Owner,1284169
Mercedes,228936,Petrol,First Owner,2503382
Fiat,29398,Petrol,Third Owner,3391080
Isuzu,66554,Diesel,Second Owner,2260418
Mahindra,55755,Electric,Second Owner,3227736
Isuzu,153778,Petrol,Second Owner,3407553
Datsun,158412,CNG,Third Owner,1591397
Hyundai,69994,Petrol,Second Owner,3183651
Volvo,68884,Petrol,Third Owner,2816411
Tata,89361,Diesel,Third Owner,1579137
Audi,22482,CNG,Fourth Owner,4604888
Toyota,59225,CNG,First Owner,965356
Isuzu,194921,Electric,Fourth Owner,1726829
Land Rover,79854,CNG,Second Owner,4838283
MG,46256,Petrol,Second Owner,2004186
Nissan,245617,CNG,Third Owner,4290613
Skoda,113721,CNG,Fourth Owner,3128210
Fiat,86110,Petrol,Third Owner,2649196
Mini,118606,Diesel,Fourth Owner,4745140
Toyota,19650,Electric,Fourth Owner,713595
Mitsubishi,182190,Electric,Fourth Owner,3074944
Land Rover,33930,Diesel,Fourth Owner,4538940
Fiat,221779,Petrol,Fourth Owner,946677
Mitsubishi,105400,Electric,First Owner,1387897
Toyota,16801,Diesel,Second Owner,2242714
Mahindra,56360,Diesel,Fourth Owner,4453610
Ford,92908,Diesel,Fourth Owner,4528012
Tata,152631,Electric,Third Owner,3654273
Mini,37334,Electric,Second Owner,508914
Honda,241545,Electric,Second Owner,3467663
Jeep,18288,Electric,Second Owner,1851545
Honda,158470,CNG,Fourth Owner,3524420
Renault,212302,Diesel,Third Owner,355644
Toyota,17191,CNG,Second Owner,689522
MG,23051,Diesel,Third Owner,3264068
Jeep,66715,Electric,First Owner,4887988
Audi,15737,Electric,First Owner,1307513
Mini,70140,CNG,Third Owner,2163371
Lexus,161323,Petrol,Fourth Owner,4896846
Datsun,187047,Electric,Second Owner,4928784
Ford,10147,Petrol,First Owner,1338984
Kia,55508,Diesel,First Owner,683291
Jeep,57224,CNG,Third Owner,1001839
Lexus,24643,Petrol,Fourth Owner,3312914
Nissan,43967,Petrol,Third Owner,1189229
Lexus,234922,Electric,Third Owner,4686951
Mitsubishi,108535,Petrol,Third Owner,873621
Honda,45733,Petrol,Third Owner,1326680
Tata,220075,Diesel,Third Owner,677823
Datsun,39808,CNG,Fourth Owner,4235060
Jeep,203360,Electric,Third Owner,1864463
Jeep,63959,Electric,Fourth Owner,356653
Datsun,137921,Petrol,Second Owner,4075703
Jaguar,73178,Diesel,Second Owner,3658448
Renault,203208,Petrol,Second Owner,915468
Mitsubishi,196812,Petrol,Second Owner,3753642
Porsche,117255,Electric,First Owner,4872348
Nissan,91322,Petrol,Fourth Owner,4911331
Force,49565,Petrol,Second Owner,4565753
Volvo,156255,Diesel,First Owner,2664717
Jeep,6132,Electric,Fourth Owner,2525732
Toyota,174331,CNG,First Owner,4560195
Kia,232684,Diesel,First Owner,2697190
Fiat,68668,Diesel,Third Owner,4753129
Tata,174635,Diesel,First Owner,2312090
Volvo,228299,Electric,First Owner,2336711
Kia,113835,Petrol,Fourth Owner,3164105
Tata,147003,CNG,First Owner,4864159
Audi,78169,Electric,Third Owner,1344497
Citroen,186711,Petrol,Second Owner,1408803
Chevrolet,239385,Diesel,Second Owner,1923629
Jaguar,194973,Electric,Fourth Owner,4955279
Volvo,105417,Petrol,Fourth Owner,1748868
Isuzu,6044,CNG,First Owner,2994463
Volkswagen,182763,CNG,Fourth Owner,3081075
Renault,236807,Petrol,First Owner,628878
Land Rover,29363,Electric,Fourth Owner,3518782
Ford,51694,Diesel,Second Owner,1311624
Honda,137654,Petrol,Second Owner,4775772
Kia,215982,Diesel,Second Owner,133430
Mitsubishi,202916,CNG,Second Owner,4027651
Jaguar,26301,Petrol,First Owner,1200815
Force,79329,CNG,First Owner,940345
Land Rover,6620,Diesel,First Owner,985404
Toyota,67224,Diesel,Second Owner,4696997
Land Rover,192727,Petrol,Third Owner,3311424
Lexus,100419,Petrol,Second Owner,2372429
Renault,173606,Petrol,Second Owner,2138076
Mitsubishi,125050,CNG,Third Owner,3701320
Audi,239568,Diesel,Third Owner,1564686
Nissan,175462,Diesel,Fourth Owner,2388143
Land Rover,207701,CNG,Second Owner,864173
Mahindra,60856,Petrol,Third Owner,2990653
Isuzu,185324,Electric,Fourth Owner,204726
Audi,60809,Petrol,Third Owner,956495
Chevrolet,27259,Electric,Third Owner,2478395
Isuzu,25655,Electric,Fourth Owner,3785638
Ford,169077,CNG,Second Owner,1568073
Honda,167701,Diesel,Fourth Owner,401577
Lexus,159682,Diesel,Second Owner,4334179
Fiat,193256,Diesel,Third Owner,760492
Skoda,26602,Diesel,Fourth Owner,719220
Skoda,90945,CNG,First Owner,4090176
MG,147182,Electric,Third Owner,2371463
Volkswagen,142145,Diesel,Fourth Owner,685179
Kia,105846,Electric,Third Owner,2566262
Tata,85818,CNG,Fourth Owner,2552639
Mahindra,146267,Petrol,Second Owner,3809566
Isuzu,6537,CNG,First Owner,1790159
Kia,153210,Diesel,Third Owner,873380
Jeep,180400,Petrol,First Owner,1437916
Fiat,182274,CNG,Second Owner,2409753
BMW,176236,CNG,Fourth Owner,940281
Audi,131545,Electric,First Owner,3285241
Chevrolet,94743,CNG,Fourth Owner,4529314
Nissan,190731,Petrol,Second Owner,4536247
Mercedes,91155,CNG,Third Owner,4464404
Mahindra,185764,Diesel,Second Owner,4636929
Tata,125198,Electric,First Owner,1100609
MG,160917,Petrol,First Owner,188915
Force,94846,Petrol,First Owner,4333181
Isuzu,239507,CNG,Fourth Owner,1826761
Hyundai,35562,Diesel,Third Owner,3836467
Ford,33036,Electric,First Owner,4842440
Fiat,196824,Petrol,First Owner,1133809
Ford,79233,Electric,First Owner,4701189
BMW,88049,CNG,Second Owner,1420595
Volvo,244647,Diesel,First Owner,442533
Mercedes,73681,CNG,Second Owner,3051545
Renault,32818,Electric,First Owner,2819416
Nissan,166616,CNG,Second Owner,3215544
Maruti,67532,Electric,Fourth Owner,1312930
Porsche,214708,Petrol,Fourth Owner,3413003
Jaguar,62705,Petrol,Second Owner,839896
Jeep,25104,CNG,Third Owner,1769202
Audi,129336,Petrol,Third Owner,2003748
Mitsubishi,132904,Electric,Second Owner,173301
Nissan,74603,Petrol,Fourth Owner,2142312
Toyota,107499,Diesel,Second Owner,2615296
Toyota,64025,Diesel,Third Owner,4736430
BMW,232336,CNG,Second Owner,3260407
Citroen,37317,CNG,Fourth Owner,1458585
Volvo,167488,CNG,Third Owner,4332486
Fiat,178084,CNG,Third Owner,663397
Kia,110585,Electric,First Owner,2607429
Porsche,204117,Electric,First Owner,3992019
Audi,157472,Diesel,Third Owner,3704693
Force,53270,Electric,Third Owner,4884116
Mahindra,208141,Petrol,Second Owner,4487484
Isuzu,124415,Diesel,Fourth Owner,1878557
Volvo,185905,CNG,Third Owner,3626814
Audi,199716,CNG,Fourth Owner,997004
Datsun,85206,Electric,Third Owner,2094561
Honda,74468,Diesel,Fourth Owner,2883788
Nissan,248971,Electric,First Owner,2715496
Nissan,195545,Electric,Third Owner,1631925
MG,181881,Electric,Second Owner,426994
Citroen,174400,Diesel,Fourth Owner,523817
Datsun,172856,CNG,Third Owner,1117069
Isuzu,28723,Petrol,First Owner,1825200
Jaguar,65646,CNG,First Owner,965858
Citroen,202327,Diesel,First Owner,3685256
Mercedes,5074,CNG,First Owner,4861444
Fiat,31498,CNG,Third Owner,1065411
Tata,201594,Petrol,Second Owner,3887519
Audi,101881,CNG,Fourth Owner,4113817
Maruti,156613,CNG,Second Owner,3087084
Honda,50929,CNG,Fourth Owner,1448072
Nissan,128199,Electric,Second Owner,1415741
Citroen,236525,Diesel,Third Owner,909046
Datsun,31028,Diesel,Third Owner,1469851
Mitsubishi,34545,Petrol,Fourth Owner,274022
Citroen,84569,Electric,Third Owner,626919
Jeep,36673,Electric,Fourth Owner,1810281
Mitsubishi,167046,CNG,Second Owner,2565696
Mini,194971,Diesel,Third Owner,4341978
Maruti,159169,Petrol,Third Owner,1220412
BMW,107511,Electric,Fourth Owner,1139540
Land Rover,98144,CNG,Fourth Owner,3767115
BMW,69824,Petrol,Fourth Owner,760959
Isuzu,28525,Electric,Fourth Owner,4997037
Kia,62804,Petrol,First Owner,1143876
Nissan,151115,Electric,Fourth Owner,2201410
Nissan,46846,Petrol,First Owner,3861082
Fiat,82261,Electric,Second Owner,4478647
Volkswagen,238312,Electric,Fourth Owner,1709920
Land Rover,243683,Petrol,First Owner,379405
Renault,186299,Electric,First Owner,481317
Porsche,189100,Electric,First Owner,3414627
Land Rover,173455,Electric,Third Owner,901573
Skoda,34483,Petrol,First Owner,1237660
Citroen,12265,Petrol,Fourth Owner,4244670
Ford,27763,Electric,Fourth Owner,4387523
Toyota,211724,Electric,Fourth Owner,4837384
Honda,20733,Petrol,First Owner,4609548
Volvo,117196,CNG,First Owner,1347518
Jaguar,96038,Electric,Third Owner,493983
Mitsubishi,42420,CNG,Second Owner,3211836
MG,244849,Petrol,Third Owner,3010576
Volkswagen,145319,Electric,Fourth Owner,129570
Tata,159912,CNG,Fourth Owner,308345
Jeep,201221,Petrol,Fourth Owner,743859
Chevrolet,26058,CNG,Third Owner,2283278
Volkswagen,39929,Diesel,Fourth Owner,613852
Maruti,220243,Petrol,Fourth Owner,467533
Land Rover,227236,Diesel,Fourth Owner,1996588
Porsche,167434,Petrol,First Owner,775918
Porsche,91489,Petrol,Second Owner,2387085
Honda,89664,Electric,First Owner,1663678
Renault,183428,Diesel,First Owner,514666
Lexus,82597,Diesel,Second Owner,4089109
Mitsubishi,11041,Diesel,Second Owner,792289
Skoda,83209,Petrol,Third Owner,2979375
Kia,198026,Diesel,Second Owner,1350283
Mahindra,197941,Diesel,Third Owner,378531
Renault,157131,Electric,Third Owner,1000797
Mercedes,104864,CNG,First Owner,122319
BMW,180794,CNG,Fourth Owner,2852923
Kia,153620,Diesel,First Owner,3855663
Mini,151150,Diesel,First Owner,3095686
Citroen,141491,Diesel,Second Owner,2999288
Land Rover,171562,Diesel,Second Owner,1027613
Mercedes,212158,CNG,Third Owner,560108
Isuzu,120158,Electric,Third Owner,1572964
Citroen,194832,Petrol,Third Owner,3450685
Toyota,166409,Diesel,Second Owner,511200
Isuzu,6468,Diesel,Third Owner,1307108
Mercedes,29309,CNG,Third Owner,3677418
Isuzu,202416,Diesel,Second Owner,1717313
Citroen,226355,Electric,Fourth Owner,1268823
MG,77255,Electric,First Owner,2859708
Citroen,86899,Diesel,Second Owner,3035118
Citroen,33718,CNG,Third Owner,1162125
Ford,230409,Diesel,First Owner,1946081
Tata,244967,Diesel,Second Owner,1155858
Toyota,173913,CNG,First Owner,2913658
Force,209620,Electric,First Owner,3658133
Porsche,219637,Petrol,Fourth Owner,2403007
Jeep,182732,Diesel,Third Owner,2207923
Tata,111553,Electric,Second Owner,4617940
Maruti,55281,Diesel,Third Owner,1061229
Land Rover,118451,Petrol,Fourth Owner,3923322
Jaguar,5767,CNG,Fourth Owner,3804112
Nissan,139967,Electric,Second Owner,2209388
Citroen,63026,Petrol,Second Owner,2495217
Renault,123142,Diesel,Fourth Owner,2736673
Fiat,47968,Petrol,Second Owner,3823536
Nissan,176169,Electric,First Owner,2424124
Chevrolet,151404,CNG,First Owner,4505620
Honda,150693,Diesel,Fourth Owner,4269065
Fiat,81870,CNG,Third Owner,1247779
BMW,23174,CNG,Second Owner,2831199
MG,129357,Petrol,Second Owner,242841
Volvo,104189,Petrol,First Owner,1623275
Ford,45502,Electric,Second Owner,536363
Volkswagen,41674,Electric,Third Owner,3681123
Mitsubishi,42260,CNG,Second Owner,730747
Hyundai,178570,Electric,Second Owner,958418
Mahindra,203681,CNG,First Owner,189567
Mini,185536,Diesel,Second Owner,1966060
Datsun,76805,CNG,Fourth Owner,4748801
MG,200991,Electric,Fourth Owner,1553138
Force,190541,Electric,Third Owner,3958765
Nissan,22194,CNG,Third Owner,4047012
Ford,162883,Petrol,Third Owner,959035
Lexus,77377,CNG,Third Owner,3670429
Mini,135864,CNG,First Owner,830585
Maruti,48723,Petrol,Second Owner,3038432
Porsche,236408,Diesel,First Owner,1178651
Maruti,211307,Petrol,Third Owner,3337813
MG,247113,Electric,Second Owner,4098574
Volkswagen,81298,Petrol,Fourth Owner,4978512
Jeep,64238,Electric,First Owner,482314
Skoda,110433,Electric,Second Owner,3584195
Land Rover,112092,CNG,Fourth Owner,272692
Isuzu,7147,CNG,Fourth Owner,1638999
Mitsubishi,234991,Diesel,Third Owner,2798312
Porsche,235323,Electric,Fourth Owner,2028282
Force,43445,CNG,Fourth Owner,3193679
Force,189875,Electric,Third Owner,3692081
Jeep,197180,Diesel,Second Owner,396181
Nissan,111170,Electric,Second Owner,4372738
Maruti,138085,Diesel,Third Owner,1133201
Hyundai,90617,Diesel,First Owner,3157707
Tata,218482,Diesel,Third Owner,3263869
Honda,58502,CNG,Second Owner,1959168
Maruti,122116,Petrol,First Owner,1682247
Land Rover,42755,Petrol,Third Owner,204882
Renault,144805,CNG,Second Owner,4139709
Lexus,14479,Electric,Second Owner,1200132
BMW,80361,CNG,Second Owner,2675850
Citroen,157376,Electric,Fourth Owner,798142
Jeep,171766,Diesel,Fourth Owner,3041180
Ford,129232,CNG,First Owner,2295388
Ford,110586,Petrol,First Owner,2429296
BMW,86171,Electric,First Owner,345117
Honda,119151,CNG,Fourth Owner,1486007
Land Rover,91296,CNG,First Owner,2647321
Lexus,145562,Electric,Second Owner,567680
Ford,157324,Diesel,Second Owner,413224
Land Rover,241362,Diesel,First Owner,4113953
Ford,142934,Diesel,First Owner,820290
Mahindra,246535,Diesel,Fourth Owner,465861
Mahindra,74959,Electric,Second Owner,1040716
Volvo,146522,Petrol,Third Owner,3575598
Jeep,61022,CNG,Third Owner,2919050
Land Rover,66991,CNG,Fourth Owner,2764322
Chevrolet,176999,Diesel,Fourth Owner,4317342
Tata,236449,Electric,Fourth Owner,3970376
Chevrolet,224162,Petrol,Second Owner,3301080
Maruti,54853,Petrol,First Owner,1693385
Volvo,36826,CNG,First Owner,220631
Nissan,47879,Diesel,Fourth Owner,4069366
Nissan,193337,CNG,Second Owner,956395
Toyota,77361,CNG,Third Owner,1429492
Datsun,245028,Petrol,Fourth Owner,4453439
Maruti,82990,Electric,Second Owner,2040304
Jeep,94787,Petrol,Fourth Owner,2744149
Mercedes,222256,CNG,Second Owner,3195511
Hyundai,45736,Diesel,Second Owner,4168615
Citroen,29530,Diesel,Fourth Owner,3535018
Mercedes,214124,Electric,First Owner,3925801
Audi,183130,Electric,Fourth Owner,4277113
Isuzu,111080,Electric,First Owner,4469134
Isuzu,210166,CNG,First Owner,2539621
Hyundai,79255,CNG,Third Owner,4493842
Porsche,140958,Electric,Second Owner,4568822
Porsche,131598,Diesel,Fourth Owner,3854075
Honda,229793,Diesel,Second Owner,1557355
Force,123623,Diesel,Third Owner,1453913
MG,42387,CNG,First Owner,361204
Kia,157647,Petrol,Fourth Owner,3517914
Maruti,117260,Diesel,Second Owner,2256183
Porsche,244721,Diesel,Third Owner,3071940
Kia,175715,Diesel,First Owner,3116864
Ford,146172,Electric,First Owner,3259524
Datsun,196428,CNG,Second Owner,4909554
Datsun,143928,Electric,First Owner,515886
Force,174241,Electric,Third Owner,4580768
Mitsubishi,164876,Petrol,First Owner,2252482
Jeep,171862,Electric,Fourth Owner,526207
Renault,35988,Petrol,Fourth Owner,2998587
Volkswagen,246051,Electric,Second Owner,4997160
Lexus,81448,Diesel,Third Owner,3270028
Volkswagen,174578,CNG,First Owner,3458511
Ford,118430,Electric,First Owner,3736793
Land Rover,223976,Petrol,First Owner,1363654
Chevrolet,203378,CNG,Fourth Owner,3441814
Hyundai,148377,Petrol,Third Owner,319888
Skoda,146041,Diesel,First Owner,2194616
Volvo,17404,Electric,Second Owner,4727951
Audi,145061,CNG,Third Owner,2253588
BMW,201377,Diesel,Third Owner,2481141
Citroen,172055,Electric,First Owner,2232207
Hyundai,246356,Electric,Fourth Owner,3647822
BMW,175534,Petrol,Third Owner,2291187
MG,24360,Petrol,Second Owner,354948
Hyundai,90657,Diesel,Third Owner,3387804
MG,162359,Petrol,Fourth Owner,1924154
Datsun,201544,Diesel,Second Owner,3603995
Volkswagen,245037,Diesel,Fourth Owner,1050894
Force,197385,Diesel,First Owner,4432252
Volvo,39160,Petrol,Third Owner,2638472
Hyundai,11789,CNG,Second Owner,1792789
Jaguar,163253,Diesel,Fourth Owner,1168954
Mitsubishi,150457,CNG,First Owner,357447
BMW,87597,Electric,Second Owner,2167078
Maruti,70641,Petrol,Third Owner,207014
Mini,49247,Petrol,Third Owner,1703660
Volkswagen,91673,CNG,Fourth Owner,3380610
Citroen,236322,Electric,Second Owner,1509936
Datsun,10544,Electric,First Owner,2192894
Lexus,149347,Diesel,First Owner,1153478
Mahindra,241361,Petrol,First Owner,2708244
Volvo,68248,Electric,Fourth Owner,1410142
Jeep,39550,Electric,First Owner,3557595
Ford,58693,Diesel,Second Owner,422743
Fiat,133924,Diesel,Fourth Owner,3452999
Toyota,155713,CNG,Third Owner,1524032
Mahindra,207821,Petrol,Fourth Owner,4990200
Mini,85021,Electric,Fourth Owner,2857647
Jeep,20605,CNG,Fourth Owner,1752472
Mahindra,239245,Petrol,Second Owner,4269825
Jeep,55713,CNG,Third Owner,448097
Citroen,156462,Petrol,Third Owner,2575623
Jaguar,80403,Petrol,Fourth Owner,2006987
Mini,63466,Electric,Fourth Owner,4397450
Ford,8981,Petrol,Fourth Owner,655281
Hyundai,145565,Diesel,Second Owner,296868
BMW,207290,Electric,Second Owner,2849678
Land Rover,207390,Diesel,First Owner,4003602
Hyundai,120631,CNG,Third Owner,1710743
Nissan,124238,CNG,First Owner,3485749
Datsun,100335,Petrol,First Owner,4214383
Skoda,112441,Petrol,Fourth Owner,4155985
Skoda,21984,Diesel,Second Owner,1418146
Renault,130580,Diesel,First Owner,3315759
Skoda,116316,Diesel,First Owner,2426797
Volvo,158832,CNG,First Owner,896479
Volkswagen,227601,Diesel,Fourth Owner,1297687
Mitsubishi,137596,Electric,Fourth Owner,3687651
Lexus,123454,Electric,Second Owner,4732634
Lexus,54402,CNG,First Owner,907798
Renault,96656,Diesel,First Owner,513961
Skoda,70614,Diesel,Second Owner,4480646
Porsche,171963,Petrol,Second Owner,766713
Renault,96009,Electric,Second Owner,2215940
Mercedes,175904,CNG,Third Owner,1052473
Toyota,50836,Diesel,Second Owner,2586757
Mercedes,210025,Petrol,Fourth Owner,759521
Toyota,149434,CNG,Third Owner,1896475
Mini,202817,CNG,Second Owner,4803544
Mitsubishi,173993,Electric,Fourth Owner,955446
Honda,206506,Diesel,Second Owner,4257388
